gpu_name = a100
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1395         1.000        0.000        0.000        0.000        0.186        0.000        697691                      329795                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.220        0.000        891857                      472287                      66378             
GPU 0      1395         0.999        0.993        0.124        0.990        0.184        0.000        952691                      471865                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.178        0.000        721759                      339753                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1395         1.000        1.000        0.125        0.997        0.178        0.000        721759                      339753                      66378             
GPU 0      1395         1.000        0.000        0.000        0.000        0.247        0.000        1455621                     744362                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.283        0.000        474018                      249489                      66378             
GPU 0      1380         0.998        1.000        0.125        0.997        0.207        0.000        1284544                     670173                      66378             
GPU 0      1395         1.000        0.000        0.000        0.000        0.232        0.000        604131                      278844                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.371        0.000        1879384                     965211                      66378             
GPU 0      1365         1.000        1.000        0.125        0.997        0.359        0.000        1176022                     503121                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.359        0.000        1176022                     503121                      66378             
GPU 0      1395         0.999        1.000        0.125        0.997        0.176        0.000        881098                      467705                      66378             
GPU 0      1395         1.000        0.000        0.000        0.000        0.171        0.000        4804632                     2931960                     66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.207        0.000        1342204                     747464                      66378             
GPU 0      1395         0.999        0.990        0.123        0.987        0.269        0.000        632751                      271898                      66378             
GPU 0      1395         0.999        0.990        0.123        0.987        0.269        0.000        632751                      271898                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.180        0.000        904211                      414170                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1395         1.000        0.000        0.000        0.000        0.231        0.000        1365066                     573365                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.268        0.000        1114453                     565667                      66378             
GPU 0      1380         0.999        0.992        0.123        0.989        0.232        0.000        725604                      348869                      66378             
GPU 0      1395         0.999        0.992        0.123        0.989        0.232        0.000        725604                      348869                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.208        0.000        991444                      442228                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.265        0.000        1136586                     478695                      66378             
GPU 0      1395         1.000        0.000        0.000        0.000        0.286        0.000        1164722                     564035                      66378             
GPU 0      1395         0.999        0.993        0.123        0.990        0.275        0.000        798878                      439471                      66378             
GPU 0      1365         0.999        0.993        0.123        0.990        0.275        0.000        798878                      439471                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.382        0.000        769955                      347798                      66378             
GPU 0      1380         1.000        0.000        0.000        0.000        0.353        0.000        800320                      416166                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.352        0.000        2422102                     1365200                     66378             
GPU 0      1395         0.996        1.000        0.125        0.997        0.226        0.000        1402892                     628239                      66378             
GPU 0      1395         1.000        0.000        0.000        0.000        0.194        0.000        1642219                     861115                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1395         1.000        1.000        0.125        0.997        0.269        0.000        834956                      361537                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.304        0.000        844729                      369375                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.304        0.000        844729                      369375                      66378             
GPU 0      1395         0.999        0.000        0.000        0.000        0.168        0.000        1505588                     801067                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.178        0.000        640839                      336694                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.227        0.000        715136                      338112                      66378             
GPU 0      1395         1.000        0.000        0.000        0.000        0.260        0.000        1066763                     514882                      66378             
GPU 0      1395         0.999        0.996        0.124        0.993        0.200        0.000        910147                      445655                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.310        0.000        900816                      433557                      66378             
GPU 0      1380         1.000        0.000        0.000        0.000        0.286        0.000        607176                      277423                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.268        0.000        692646                      353656                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.268        0.000        692646                      353656                      66378             
GPU 0      1395         0.999        1.000        0.125        0.997        0.210        0.000        992266                      489004                      66378             
GPU 0      1380         1.000        0.000        0.000        0.000        0.308        0.000        707124                      363663                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1395         1.000        1.000        0.125        0.997        0.265        0.000        870909                      391739                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.265        0.000        870909                      391739                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.289        0.000        957714                      459890                      66378             
GPU 0      1395         1.000        0.000        0.000        0.000        0.169        0.000        591312                      272240                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.309        0.000        979215                      448864                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.308        0.000        1071730                     477613                      66378             
GPU 0      1380         0.999        0.993        0.124        0.991        0.279        0.000        1038353                     537622                      66378             
GPU 0      1395         1.000        0.000        0.000        0.000        0.154        0.000        700148                      366488                      66378             
GPU 0      1395         1.000        0.000        0.000        0.000        0.154        0.000        700148                      366488                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.226        0.000        564965                      295877                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.271        0.000        836818                      374862                      66378             
GPU 0      1395         0.999        0.000        0.000        0.000        0.241        0.000        828249                      380919                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.351        0.000        996129                      530612                      66378             
GPU 0      1365         1.000        1.000        0.125        0.997        0.351        0.000        996129                      530612                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1380         1.000        1.000        0.125        0.997        0.306        0.000        1033709                     492166                      66378             
GPU 0      1380         1.000        0.000        0.000        0.000        0.318        0.000        514528                      239767                      66378             
GPU 0      1395         0.998        0.984        0.122        0.981        0.193        0.000        651195                      332518                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.191        0.000        883248                      402061                      66378             
GPU 0      1395         1.000        0.000        0.000        0.000        0.223        0.000        1006312                     470719                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.248        0.000        1087480                     544418                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.248        0.000        1087480                     544418                      66378             
GPU 0      1410         0.999        0.988        0.122        0.985        0.185        0.000        873337                      428345                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.235        0.000        822186                      426907                      66378             
GPU 0      1380         1.000        0.000        0.000        0.000        0.307        0.000        863471                      375468                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.328        0.000        1059922                     449708                      66378             
GPU 0      1380         0.999        1.000        0.125        0.997        0.219        0.000        1888839                     968535                      66378             
GPU 0      1380         1.000        0.000        0.000        0.000        0.333        0.000        523975                      215332                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.330        0.000        1035821                     526774                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1380         1.000        1.000        0.125        0.997        0.330        0.000        1035821                     526774                      66378             
GPU 0      1380         0.999        0.994        0.124        0.991        0.288        0.000        499182                      224983                      66378             
GPU 0      1395         0.999        0.994        0.124        0.991        0.288        0.000        499182                      224983                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.241        0.000        1009288                     468976                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.280        0.000        1217831                     575151                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.280        0.000        1217831                     575151                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.293        0.000        869561                      418889                      66378             
GPU 0      1395         1.000        0.000        0.000        0.000        0.139        0.000        888468                      443340                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.193        0.000        899253                      383898                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.240        0.000        958893                      432318                      66378             
GPU 0      1395         0.999        0.989        0.123        0.986        0.217        0.000        1163865                     638406                      66378             
GPU 0      1395         0.999        0.989        0.123        0.986        0.217        0.000        1163865                     638406                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.196        0.000        863656                      417775                      66378             
GPU 0      1380         1.000        0.000        0.000        0.000        0.287        0.000        981259                      482083                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1380         1.000        1.000        0.125        0.997        0.315        0.000        864377                      423564                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.315        0.000        864377                      423564                      66378             
GPU 0      1395         0.999        1.000        0.125        0.997        0.156        0.000        1057456                     469226                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.174        0.000        957767                      458276                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.198        0.000        678780                      351884                      66378             
GPU 0      1395         0.998        0.000        0.000        0.000        0.182        0.000        748401                      364883                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.159        0.000        813614                      374373                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.159        0.000        813614                      374373                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.297        0.000        784752                      395853                      66378             
GPU 0      1380         1.000        0.000        0.000        0.000        0.371        0.000        517782                      277723                      66378             
GPU 0      1380         1.000        0.000        0.000        0.000        0.371        0.000        517782                      277723                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.261        0.000        1169942                     546985                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.300        0.000        1783071                     745851                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.258        0.000        1451803                     607701                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1380         1.000        1.000        0.125        0.997        0.296        0.000        876984                      450584                      66378             
GPU 0      1380         0.999        0.000        0.000        0.000        0.153        0.000        618969                      263220                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.258        0.000        807504                      429580                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.258        0.000        807504                      429580                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.276        0.000        682138                      318478                      66378             
GPU 0      1395         0.999        0.000        0.000        0.000        0.228        0.000        714674                      360173                      66378             
GPU 0      1395         0.999        0.000        0.000        0.000        0.228        0.000        714674                      360173                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.239        0.000        838689                      388149                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.258        0.000        1094891                     559794                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.262        0.000        1800402                     941121                      66378             
GPU 0      1380         0.999        0.989        0.123        0.986        0.223        0.000        2799036                     1871162                     66378             
GPU 0      1395         1.000        0.000        0.000        0.000        0.285        0.000        2448792                     1675447                     66378             
GPU 0      1380         1.000        0.000        0.000        0.000        0.285        0.000        2448792                     1675447                     66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.322        0.000        731884                      380223                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1380         0.999        1.000        0.125        0.997        0.259        0.000        572759                      248055                      66378             
GPU 0      1395         0.999        1.000        0.125        0.997        0.259        0.000        572759                      248055                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.282        0.000        1550997                     786999                      66378             
GPU 0      1380         1.000        0.000        0.000        0.000        0.305        0.000        666789                      301611                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.334        0.000        661109                      315030                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.334        0.000        661109                      315030                      66378             
GPU 0      1395         0.998        0.974        0.120        0.971        0.206        0.000        1192883                     601739                      66378             
GPU 0      1395         1.000        0.000        0.000        0.000        0.234        0.000        1150247                     609074                      66378             
GPU 0      1395         1.000        0.000        0.000        0.000        0.234        0.000        1150247                     609074                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.262        0.000        1267930                     621858                      66378             
GPU 0      1380         0.999        0.993        0.123        0.990        0.237        0.000        560967                      266935                      66378             
GPU 0      1365         1.000        1.000        0.125        0.997        0.353        0.000        955408                      424722                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.324        0.000        2105689                     1129468                     66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.324        0.000        2105689                     1129468                     66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1395         1.000        0.000        0.000        0.000        0.336        0.000        982790                      486632                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.180        0.000        699856                      361335                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.300        0.000        1685185                     849862                      66378             
GPU 0      1380         1.000        0.000        0.000        0.000        0.275        0.000        836013                      370584                      66378             
GPU 0      1395         1.000        0.000        0.000        0.000        0.275        0.000        836013                      370584                      66378             
GPU 0      1410         0.998        1.000        0.125        0.997        0.223        0.000        829167                      392929                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.174        0.000        892617                      457811                      66378             
GPU 0      1365         1.000        0.000        0.000        0.000        0.281        0.000        1097445                     544085                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.334        0.000        846522                      411330                      66378             
GPU 0      1380         0.999        0.992        0.123        0.989        0.245        0.000        716245                      352159                      66378             
GPU 0      1380         0.999        0.992        0.123        0.989        0.245        0.000        716245                      352159                      66378             
GPU 0      1380         1.000        0.000        0.000        0.000        0.302        0.000        722713                      349235                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.308        0.000        750877                      347312                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.306        0.000        771291                      349804                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1395         1.000        0.000        0.000        0.000        0.215        0.000        832438                      384276                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.159        0.000        706630                      332397                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.189        0.000        828677                      362845                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.189        0.000        828677                      362845                      66378             
GPU 0      1395         1.000        0.000        0.000        0.000        0.216        0.000        1328131                     569818                      66378             
GPU 0      1410         0.999        0.993        0.124        0.990        0.181        0.000        1350642                     704800                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.204        0.000        883372                      422174                      66378             
GPU 0      1380         1.000        0.000        0.000        0.000        0.332        0.000        503245                      234799                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.297        0.000        821932                      395685                      66378             
GPU 0      1395         0.999        1.000        0.125        0.997        0.204        0.000        770848                      362766                      66378             
GPU 0      1380         1.000        0.000        0.000        0.000        0.272        0.000        964775                      471350                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.326        0.000        931991                      456092                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.291        0.000        867295                      452536                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.291        0.000        867295                      452536                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1395         1.000        0.000        0.000        0.000        0.231        0.000        771675                      396845                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.292        0.000        855494                      379899                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.301        0.000        840896                      371622                      66378             
GPU 0      1380         1.000        0.000        0.000        0.000        0.300        0.000        927595                      494717                      66378             
GPU 0      1380         1.000        0.000        0.000        0.000        0.300        0.000        927595                      494717                      66378             
GPU 0      1395         0.999        0.991        0.123        0.988        0.164        0.000        1182946                     601738                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.178        0.000        512804                      240476                      66378             
GPU 0      1395         1.000        0.000        0.000        0.000        0.230        0.000        792903                      368111                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.258        0.000        769001                      368863                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.240        0.000        750253                      372382                      66378             
GPU 0      1380         1.000        0.000        0.000        0.000        0.352        0.000        728789                      346070                      66378             
GPU 0      1380         1.000        0.000        0.000        0.000        0.352        0.000        728789                      346070                      66378             
GPU 0      1365         1.000        1.000        0.125        0.997        0.348        0.000        785011                      358751                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.313        0.000        753353                      341659                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1395         1.000        0.000        0.000        0.000        0.183        0.000        1002060                     511166                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.217        0.000        948429                      403631                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.219        0.000        952622                      508065                      66378             
GPU 0      1380         1.000        0.000        0.000        0.000        0.238        0.000        1189623                     593889                      66378             
GPU 0      1395         1.000        0.000        0.000        0.000        0.238        0.000        1189623                     593889                      66378             
GPU 0      1380         0.999        0.992        0.123        0.989        0.269        0.000        508565                      248437                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.336        0.000        858243                      410483                      66378             
GPU 0      1380         1.000        0.000        0.000        0.000        0.317        0.000        692581                      335512                      66378             
GPU 0      1365         0.998        1.000        0.125        0.997        0.255        0.000        935342                      508499                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.162        0.000        763178                      349056                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.162        0.000        763178                      349056                      66378             
GPU 0      1380         1.000        0.000        0.000        0.000        0.352        0.000        776313                      351718                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.342        0.000        828764                      397775                      66378             
GPU 0      1380         0.997        0.978        0.121        0.976        0.249        0.000        1311539                     696966                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1395         1.000        0.000        0.000        0.000        0.146        0.000        1308915                     549384                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.216        0.000        1616235                     827247                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.257        0.000        533429                      253380                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.257        0.000        533429                      253380                      66378             
GPU 0      1380         0.999        0.000        0.000        0.000        0.224        0.000        792297                      362838                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.351        0.000        930880                      424273                      66378             
GPU 0      1365         1.000        1.000        0.125        0.997        0.349        0.000        679257                      331107                      66378             
GPU 0      1380         1.000        0.000        0.000        0.000        0.315        0.000        1007048                     513026                      66378             
GPU 0      1380         1.000        0.000        0.000        0.000        0.315        0.000        1007048                     513026                      66378             
GPU 0      1395         0.999        0.989        0.123        0.986        0.209        0.000        758999                      374535                      66378             
GPU 0      1365         1.000        1.000        0.125        0.997        0.351        0.000        858434                      404032                      66378             
GPU 0      1380         1.000        0.000        0.000        0.000        0.349        0.000        882714                      423972                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.306        0.000        616164                      285207                      66378             
GPU 0      1395         0.998        1.000        0.125        0.997        0.191        0.000        760621                      373744                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1395         0.998        1.000        0.125        0.997        0.191        0.000        760621                      373744                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.305        0.000        877326                      452290                      66378             
GPU 0      1380         1.000        0.000        0.000        0.000        0.321        0.000        1156465                     474567                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.321        0.000        821855                      434910                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.135        0.000        599507                      283457                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.135        0.000        599507                      283457                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.242        0.000        1122364                     549871                      66378             
GPU 0      1380         1.000        0.000        0.000        0.000        0.280        0.000        750281                      350384                      66378             
GPU 0      1380         0.999        0.989        0.123        0.987        0.244        0.000        823560                      402350                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.217        0.000        763613                      358920                      66378             
GPU 0      1395         1.000        0.000        0.000        0.000        0.216        0.000        811448                      425651                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.216        0.000        2820377                     2049898                     66378             
GPU 0      1395         0.998        0.000        0.000        0.000        0.203        0.000        2776889                     1795027                     66378             
GPU 0      1380         0.998        0.000        0.000        0.000        0.203        0.000        2776889                     1795027                     66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1395         1.000        1.000        0.125        0.997        0.153        0.000        895604                      407850                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.251        0.000        588746                      261214                      66378             
GPU 0      1380         1.000        0.000        0.000        0.000        0.279        0.000        776750                      408810                      66378             
GPU 0      1380         1.000        1.000        0.125        0.997        0.196        0.000        614503                      283763                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.169        0.000        1005279                     420649                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.169        0.000        1005279                     420649                      66378             
GPU 0      1395         1.000        1.000        0.125        0.997        0.217        0.000        1249193                     578019                      66378             
GPU 0      1395         1.000        0.000        0.000        0.000        0.220        0.000        1978692                     1031767                     66378             
GPU 0      1395         0.999        0.991        0.123        0.989        0.158        0.000        1824528                     962238                      66378             
