gpu_name = a100
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        865907                      419762                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        765641                      376260                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        821280                      407597                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        849950                      422901                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1214924                     513253                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1065229                     437169                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        793639                      413918                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        480374                      231880                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        778704                      337176                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        778704                      337176                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        851490                      367808                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        606930                      321970                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        847433                      425775                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        866147                      426823                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        866147                      426823                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        554267                      217252                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        677655                      326869                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        939623                      455534                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        892137                      432391                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        892137                      432391                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        717151                      343267                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        539556                      246704                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1097229                     524788                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        767067                      321780                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        781444                      409082                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1070218                     497291                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        760631                      353221                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        760631                      353221                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        2764179                     2084870                     66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        701135                      318782                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        673852                      313483                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        464461                      187170                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        831375                      394980                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1117588                     463867                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        736045                      354965                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        687726                      329435                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        687726                      329435                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        769669                      384379                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        840958                      434622                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        669772                      317321                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        782612                      344305                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        691181                      323025                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        691181                      323025                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        671684                      316617                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        826855                      412598                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        560866                      296058                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1114891                     568084                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        778186                      369977                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        920292                      364945                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        565013                      257109                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        565013                      257109                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        917404                      487607                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        757003                      358459                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        497423                      225793                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        786845                      371020                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        786845                      371020                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        770186                      371087                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        770186                      371087                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        566168                      298459                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        872488                      386187                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        872488                      386187                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        762252                      367479                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        832695                      364968                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        689908                      317298                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        752560                      322332                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        667240                      308083                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        920399                      389264                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        817779                      399787                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        817779                      399787                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        773116                      370666                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1051662                     519804                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1051662                     519804                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        792964                      408508                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        805150                      385896                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1023061                     433041                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        815929                      423371                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        815929                      423371                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        793618                      382031                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        832529                      375853                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        726516                      385252                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        668336                      312514                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        653466                      311311                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        574465                      293912                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        731688                      357226                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        731688                      357226                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        455376                      182150                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1020694                     508703                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1020694                     508703                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        750507                      331320                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1137275                     481239                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        765746                      328602                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        874157                      432883                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        746080                      385743                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        2095215                     1466314                     66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        2095215                     1466314                     66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        919229                      459577                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        464563                      218528                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        738667                      335345                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        876317                      425172                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        715577                      340772                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        766934                      340290                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        875575                      382371                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        704599                      330185                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        704599                      330185                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        677063                      312347                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        850970                      367517                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        300699                      160839                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        985255                      473092                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        967013                      496980                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1010937                     540734                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        689938                      324538                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        825350                      416562                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        779390                      364065                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        751500                      335413                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        751500                      335413                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        640275                      263355                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        939604                      425010                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        691529                      334345                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        758391                      400458                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        758391                      400458                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        785922                      343244                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        451083                      209996                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        451083                      209996                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        857082                      367781                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        773937                      377988                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        484320                      199425                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        771589                      406721                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        913163                      422574                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        646572                      347212                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        749884                      364746                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        581504                      260641                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        900549                      409421                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        900549                      409421                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        854434                      419860                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        401247                      222936                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        892799                      399288                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        892799                      399288                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        724361                      350286                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        832077                      402051                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        660349                      307127                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        830575                      404066                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        753650                      361842                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        765541                      330313                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        747332                      352485                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        711379                      334858                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        711379                      334858                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        729640                      343435                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        417619                      223378                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        688891                      369050                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        538251                      244293                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        798531                      320628                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        798531                      320628                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        762132                      367663                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        568652                      266555                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        785112                      363839                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        874205                      418893                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        696135                      325004                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        696135                      325004                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        709940                      382163                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        473719                      218166                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        473719                      218166                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1090673                     509391                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        597718                      273946                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        760327                      332032                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        664929                      314461                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        664929                      314461                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        490795                      199163                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        782782                      410869                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        782782                      410869                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        805783                      398842                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        805783                      398842                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        778499                      337084                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        919149                      407873                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1476287                     758392                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        768284                      381132                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        768284                      381132                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        772420                      399200                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        744923                      316001                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        744923                      316001                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        467976                      216820                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        796978                      340745                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        796978                      340745                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        484785                      192488                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        782559                      409784                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        897705                      422576                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        948504                      473653                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        948504                      473653                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        748551                      362582                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        535807                      239882                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        917186                      417729                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        717742                      364654                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        717742                      364654                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        2808961                     2082107                     66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        2808961                     2082107                     66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1785813                     1222372                     66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        586231                      241389                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        630015                      340517                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        630015                      340517                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1085678                     523815                      66386             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        729481                      409806                      66386             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        5522668                     3278838                     66386             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        5924390                     4683488                     66390             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        5924390                     4683488                     81152             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1161754                     580877                      81152             
GPU 0      1275         0.000        0.000        0.000        0.000        0.018        0.000        3980431                     2301772                     81152             
GPU 0      1410         0.000        0.000        0.000        0.000        0.019        0.000        1065167                     568924                      81152             
GPU 0      1410         0.000        0.000        0.000        0.000        0.019        0.000        6883798                     4504313                     81152             
GPU 0      1410         0.000        0.000        0.000        0.000        0.019        0.000        6883798                     4504313                     81152             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1578335                     918661                      81152             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        33340854                    7631978                     81152             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        33340854                    7631978                     81132             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        16659875                    13014252                    81132             
GPU 0      1410         0.018        0.000        0.000        0.000        0.000        0.000        24632721                    28010502                    81130             
GPU 0      1410         0.018        0.000        0.000        0.000        0.000        0.000        24632721                    28010502                    65364             
GPU 0      1410         0.897        0.000        0.000        0.000        0.778        0.000        5846672                     18190965                    65364             
GPU 0      1410         0.999        0.995        0.861        0.007        0.863        0.015        3960470                     4923528                     65364             
GPU 0      1410         0.999        0.000        0.000        0.000        0.861        0.000        1146910                     1534084                     65364             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1410         0.999        0.000        0.000        0.000        0.861        0.000        1146910                     1534084                     65364             
GPU 0      1410         0.999        0.996        0.820        0.010        0.862        0.020        2095501                     1817530                     65364             
GPU 0      1410         0.999        0.995        0.859        0.008        0.861        0.015        1465000                     1694357                     65364             
GPU 0      1410         0.999        0.995        0.859        0.008        0.861        0.015        1465000                     1694357                     65364             
GPU 0      1410         0.999        0.997        0.943        0.003        0.862        0.020        3217919                     3144065                     65364             
GPU 0      1410         0.999        0.995        0.809        0.011        0.859        0.012        2481705                     1863274                     65364             
